ParticipantID,VideoID,MeanSCRAmplitude,SDSCRAmplitude,NSSCRFrequency,MeanRiseTime,MeanRecoveryTime_50,MeanSCL,SCLSlope,MeanIBI,MeanHR,SDNN,RMSSD,pNN50
1,1,0.06242029380030663,0.04433473676785351,10.95435684647303,1.8636363636363635,1.625,1.372423956337247,-0.00036143004131055116,0.8101455479452054,74.06076618229855,101.58490781375411,147.520927481964,57.534246575342465
1,2,0.030691779516012235,0.015230069247607694,18.96049896049896,1.368421052631579,1.0238095238095237,1.26448057746767,6.82529810925951e-05,0.7806372549019608,76.86028257456829,157.1814583467368,206.3804785646302,75.81699346405229
1,3,0.036731900212898565,0.018636488820000557,16.465696465696464,1.4545454545454546,1.1666666666666667,1.0150591303416683,-0.00043136081716208517,0.8772810218978102,68.39313572542902,121.76330173763762,156.9263852741807,67.88321167883211
1,4,0.056858731625137514,0.046772312186368854,11.566265060240962,1.4375,0.975,0.9268126952454608,-0.0005129119094779312,0.8656684027777778,69.31060416144398,78.78941602361657,117.54274207618577,68.05555555555556
1,5,0.036568912246984615,0.025894092299462483,12.649098474341192,1.5526315789473684,1.0357142857142858,0.6946756718112449,0.001345411329701875,0.8254608294930875,72.68667131891138,105.28206667203432,151.20994576962448,59.44700460829493
1,7,0.061192543369422155,0.06306219009881098,11.476091476091474,1.5217391304347827,1.368421052631579,0.33064386641561233,0.0005922436908484983,0.8288845486111112,72.38643801544704,107.21247945886664,149.19038683960054,56.25
1,8,0.029387948589172423,0.01974415947551839,18.309278350515463,1.3918918918918919,0.9,0.20672948379376843,6.0984438635113384e-05,0.8136613175675675,73.74075515764889,143.5540480872337,209.66306080143409,66.21621621621621
1,9,0.0287704985271851,0.010630860084407188,17.96257796257796,1.4166666666666667,1.0208333333333333,-0.05042124818509385,0.0003795532765261741,0.8524553571428571,70.38491751767478,118.69010328825469,161.02745748427165,57.14285714285714
1,10,0.03532008143213795,0.025486994978793063,14.968814968814968,1.4583333333333333,0.9423076923076923,-0.29075338522549304,-4.088878461670616e-06,0.7995833333333333,75.03908285565399,184.7954648099289,262.79084139541226,78.66666666666666
1,11,0.029430059359385224,0.016347460496037053,15.467775467775466,1.4516129032258065,0.9347826086956522,-0.3446458982753388,-0.00010335329546284954,0.8569196428571428,70.01823391508205,96.39682820135528,137.3583925815599,58.57142857142858
1,12,0.039904407513324774,0.0252993990829282,13.976705490848584,1.542857142857143,1.3796296296296295,-0.530326013824963,-0.0009337967348697036,0.8853550295857988,67.76942355889724,71.68160231167657,91.37142575333073,53.25443786982249
1,13,0.028729680593228064,0.019710453525686584,13.36082474226804,1.6203703703703705,1.0340909090909092,-0.8203609515892579,0.0013121117385515972,0.8861443014705882,67.70906262154804,90.96774443434005,121.69383496131837,50.73529411764706
1,14,0.030486467068601003,0.01919665238294736,15.467775467775466,1.653225806451613,0.8452380952380952,-1.0795611863439651,8.331687367241637e-05,0.8496232269503546,70.6195382809443,115.2070602780284,160.65769713064304,64.53900709219859
